filename	acq_time
meg/sub-14_ses-meg_task-facerecognition_run-01_meg.fif	1889-12-09T16:48:45
meg/sub-14_ses-meg_task-facerecognition_run-02_meg.fif	1889-12-09T17:03:40
meg/sub-14_ses-meg_task-facerecognition_run-03_meg.fif	1889-12-09T17:14:10
meg/sub-14_ses-meg_task-facerecognition_run-04_meg.fif	1889-12-09T17:24:37
meg/sub-14_ses-meg_task-facerecognition_run-05_meg.fif	1889-12-09T17:34:49
meg/sub-14_ses-meg_task-facerecognition_run-06_meg.fif	1889-12-09T17:44:53
