filename	acq_time
meg/sub-04_ses-meg_task-facerecognition_run-01_meg.fif	1889-06-03T12:26:31
meg/sub-04_ses-meg_task-facerecognition_run-02_meg.fif	1889-06-03T12:35:52
meg/sub-04_ses-meg_task-facerecognition_run-03_meg.fif	1889-06-03T12:47:36
meg/sub-04_ses-meg_task-facerecognition_run-04_meg.fif	1889-06-03T12:57:06
meg/sub-04_ses-meg_task-facerecognition_run-05_meg.fif	1889-06-03T13:06:38
meg/sub-04_ses-meg_task-facerecognition_run-06_meg.fif	1889-06-03T13:16:44
