filename	acq_time
meg/sub-08_ses-meg_task-facerecognition_run-01_meg.fif	1889-06-01T14:22:50
meg/sub-08_ses-meg_task-facerecognition_run-02_meg.fif	1889-06-01T14:35:48
meg/sub-08_ses-meg_task-facerecognition_run-03_meg.fif	1889-06-01T14:46:12
meg/sub-08_ses-meg_task-facerecognition_run-04_meg.fif	1889-06-01T14:56:06
meg/sub-08_ses-meg_task-facerecognition_run-05_meg.fif	1889-06-01T15:07:22
meg/sub-08_ses-meg_task-facerecognition_run-06_meg.fif	1889-06-01T15:17:59
