filename	acq_time
meg/sub-13_ses-meg_task-facerecognition_run-01_meg.fif	2009-05-28T11:58:19
meg/sub-13_ses-meg_task-facerecognition_run-02_meg.fif	2009-05-28T12:15:06
meg/sub-13_ses-meg_task-facerecognition_run-03_meg.fif	2009-05-28T12:26:39
meg/sub-13_ses-meg_task-facerecognition_run-04_meg.fif	2009-05-28T12:44:30
meg/sub-13_ses-meg_task-facerecognition_run-05_meg.fif	2009-05-28T12:56:00
meg/sub-13_ses-meg_task-facerecognition_run-06_meg.fif	2009-05-28T13:06:28
